index_all,info.dates,info.gender,info.match_type,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.result,info.outcome.winner,info.player_of_match,info.teams,info.toss.decision,info.toss.winner,info.venue
151,"[datetime.date(2016, 11, 26), datetime.date(2016, 11, 27), datetime.date(2016, 11, 28), datetime.date(2016, 11, 29)]",male,Test,,8,,India,['RA Jadeja'],"['India', 'England']",bat,England,"Punjab Cricket Association IS Bindra Stadium, Mohali"
152,"[datetime.date(2016, 12, 8), datetime.date(2016, 12, 9), datetime.date(2016, 12, 10), datetime.date(2016, 12, 11), datetime.date(2016, 12, 12)]",male,Test,36,,,India,['V Kohli'],"['India', 'England']",bat,England,Wankhede Stadium
153,"[datetime.date(2016, 12, 16), datetime.date(2016, 12, 17), datetime.date(2016, 12, 18), datetime.date(2016, 12, 19), datetime.date(2016, 12, 20)]",male,Test,75,,,India,['KK Nair'],"['India', 'England']",bat,England,"MA Chidambaram Stadium, Chepauk"
154,"[datetime.date(2017, 1, 15)]",male,ODI,,3,,India,['KM Jadhav'],"['India', 'England']",field,India,Maharashtra Cricket Association Stadium
155,"[datetime.date(2017, 1, 19)]",male,ODI,15,,,India,['Yuvraj Singh'],"['India', 'England']",field,England,Barabati Stadium
156,"[datetime.date(2017, 1, 22)]",male,ODI,5,,,England,['BA Stokes'],"['India', 'England']",field,India,Eden Gardens
157,"[datetime.date(2017, 1, 26)]",male,T20,,7,,England,['MM Ali'],"['India', 'England']",field,England,Green Park
158,"[datetime.date(2017, 1, 29)]",male,T20,5,,,India,['JJ Bumrah'],"['India', 'England']",field,England,"Vidarbha Cricket Association Stadium, Jamtha"
159,"[datetime.date(2017, 2, 1)]",male,T20,75,,,India,['YS Chahal'],"['India', 'England']",field,England,M Chinnaswamy Stadium
160,"[datetime.date(2017, 3, 8)]",male,T20,,6,,Afghanistan,['Samiullah Shenwari'],"['Afghanistan', 'Ireland']",bat,Ireland,Greater Noida Sports Complex Ground
161,"[datetime.date(2017, 3, 10)]",male,T20,17,,,Afghanistan,"['Najeeb Tarakai', 'Rashid Khan']","['Afghanistan', 'Ireland']",bat,Afghanistan,Greater Noida Sports Complex Ground
162,"[datetime.date(2017, 3, 12)]",male,T20,28,,,Afghanistan,['Mohammad Nabi'],"['Afghanistan', 'Ireland']",field,Ireland,Greater Noida Sports Complex Ground
163,"[datetime.date(2017, 3, 15)]",male,ODI,30,,,Afghanistan,['WTS Porterfield'],"['Afghanistan', 'Ireland']",bat,Afghanistan,Greater Noida Sports Complex Ground
164,"[datetime.date(2017, 3, 17)]",male,ODI,34,,,Afghanistan,['PR Stirling'],"['Afghanistan', 'Ireland']",bat,Afghanistan,Greater Noida Sports Complex Ground
165,"[datetime.date(2017, 3, 19)]",male,ODI,,6,,Ireland,['PR Stirling'],"['Afghanistan', 'Ireland']",bat,Afghanistan,Greater Noida Sports Complex Ground
166,"[datetime.date(2017, 3, 22)]",male,ODI,,3,,Ireland,"[""KJ O'Brien""]","['Afghanistan', 'Ireland']",bat,Afghanistan,Greater Noida Sports Complex Ground
167,"[datetime.date(2017, 3, 24)]",male,ODI,,7,,Afghanistan,['Rahmat Shah'],"['Afghanistan', 'Ireland']",bat,Ireland,Greater Noida Sports Complex Ground
168,"[datetime.date(2017, 1, 18)]",female,ODI,94,,,South Africa,['M du Preez'],"['Bangladesh', 'South Africa']",bat,South Africa,Sheikh Kamal International Cricket Stadium
169,"[datetime.date(2017, 1, 20)]",female,ODI,,8,,South Africa,['O Kirsten'],"['Bangladesh', 'South Africa']",bat,Bangladesh,Sheikh Kamal International Cricket Stadium
170,"[datetime.date(2016, 8, 27)]",male,T20,1,,,West Indies,['E Lewis'],"['India', 'West Indies']",field,India,Central Broward Regional Park Stadium Turf Ground
171,"[datetime.date(2016, 8, 28)]",male,T20,,,no result,,,"['India', 'West Indies']",field,India,Central Broward Regional Park Stadium Turf Ground
172,"[datetime.date(2017, 2, 9), datetime.date(2017, 2, 10), datetime.date(2017, 2, 11), datetime.date(2017, 2, 12), datetime.date(2017, 2, 13)]",male,Test,208,,,India,['V Kohli'],"['India', 'Bangladesh']",bat,India,"Rajiv Gandhi International Stadium, Uppal"
173,"[datetime.date(2016, 11, 18)]",female,ODI,,2,,Australia,['EA Perry'],"['Australia', 'South Africa']",bat,South Africa,Manuka Oval
174,"[datetime.date(2016, 11, 20)]",female,ODI,66,,,Australia,['MM Lanning'],"['Australia', 'South Africa']",bat,Australia,Manuka Oval
175,"[datetime.date(2016, 11, 29)]",female,ODI,43,,,Australia,['EA Perry'],"['Australia', 'South Africa']",field,South Africa,International Sports Stadium
176,"[datetime.date(2017, 2, 17)]",female,T20,40,,,Australia,['EJ Villani'],"['Australia', 'New Zealand']",field,New Zealand,Melbourne Cricket Ground
177,"[datetime.date(2017, 2, 19)]",female,T20,8,,,New Zealand,['AM Peterson'],"['Australia', 'New Zealand']",field,Australia,"Simonds Stadium, South Geelong"
178,"[datetime.date(2017, 2, 22)]",female,T20,47,,,New Zealand,['SW Bates'],"['Australia', 'New Zealand']",bat,New Zealand,Adelaide Oval
179,"[datetime.date(2016, 9, 18)]",female,ODI,,4,,Australia,,"['Sri Lanka', 'Australia']",bat,Sri Lanka,Rangiri Dambulla International Stadium
180,"[datetime.date(2016, 9, 25)]",female,ODI,137,,,Australia,['NE Bolton'],"['Sri Lanka', 'Australia']",bat,Australia,Khettarama Stadium
181,"[datetime.date(2016, 9, 27)]",female,T20,,10,,Australia,['KM Beams'],"['Sri Lanka', 'Australia']",field,Australia,Sinhalese Sports Club Ground
182,"[datetime.date(2016, 8, 17)]",male,IT20,,5,,Israel,,"['Gibraltar', 'Israel']",field,Israel,Skarpnack 1
183,"[datetime.date(2016, 8, 17)]",male,IT20,100,,,Germany,,"['Germany', 'Isle of Man']",field,Isle of Man,Skarpnack 2
184,"[datetime.date(2016, 8, 17)]",male,IT20,,9,,Isle of Man,,"['Gibraltar', 'Isle of Man']",field,Isle of Man,Skarpnack 1
185,"[datetime.date(2016, 8, 17)]",male,IT20,,7,,Spain,,"['Israel', 'Spain']",field,Spain,Skarpnack 2
186,"[datetime.date(2016, 8, 26)]",female,IT20,6,,,Singapore,,"['Malaysia', 'Singapore']",bat,Singapore,Johor Cricket Academy Oval
187,"[datetime.date(2016, 8, 27)]",female,IT20,,5,,Malaysia,,"['Malaysia', 'Singapore']",bat,Singapore,Johor Cricket Academy Oval
188,"[datetime.date(2016, 8, 28)]",female,IT20,16,,,Malaysia,,"['Malaysia', 'Singapore']",bat,Malaysia,Johor Cricket Academy Oval
189,"[datetime.date(2016, 9, 23)]",male,T20,,9,,Pakistan,['Imad Wasim'],"['Pakistan', 'West Indies']",field,Pakistan,Dubai International Cricket Stadium
190,"[datetime.date(2016, 9, 24)]",male,T20,16,,,Pakistan,['Sarfraz Ahmed'],"['Pakistan', 'West Indies']",field,West Indies,Dubai International Cricket Stadium
191,"[datetime.date(2016, 9, 27)]",male,T20,,8,,Pakistan,['Imad Wasim'],"['Pakistan', 'West Indies']",field,Pakistan,Sheikh Zayed Stadium
192,"[datetime.date(2016, 9, 30)]",male,ODI,111,,,Pakistan,['Babar Azam'],"['Pakistan', 'West Indies']",field,West Indies,Sharjah Cricket Stadium
193,"[datetime.date(2016, 10, 2)]",male,ODI,59,,,Pakistan,['Babar Azam'],"['Pakistan', 'West Indies']",bat,Pakistan,Sharjah Cricket Stadium
194,"[datetime.date(2016, 10, 5)]",male,ODI,136,,,Pakistan,['Babar Azam'],"['Pakistan', 'West Indies']",bat,Pakistan,Sheikh Zayed Stadium
195,"[datetime.date(2016, 10, 13), datetime.date(2016, 10, 14), datetime.date(2016, 10, 15), datetime.date(2016, 10, 16), datetime.date(2016, 10, 17)]",male,Test,56,,,Pakistan,['Azhar Ali'],"['Pakistan', 'West Indies']",bat,Pakistan,Dubai International Cricket Stadium
196,"[datetime.date(2016, 10, 21), datetime.date(2016, 10, 22), datetime.date(2016, 10, 23), datetime.date(2016, 10, 24), datetime.date(2016, 10, 25)]",male,Test,133,,,Pakistan,['Yasir Shah'],"['Pakistan', 'West Indies']",bat,Pakistan,Sheikh Zayed Stadium
197,"[datetime.date(2016, 10, 30), datetime.date(2016, 10, 31), datetime.date(2016, 11, 1), datetime.date(2016, 11, 2), datetime.date(2016, 11, 3)]",male,Test,,5,,West Indies,['KC Brathwaite'],"['Pakistan', 'West Indies']",bat,Pakistan,Sharjah Cricket Stadium
198,"[datetime.date(2016, 11, 11)]",female,ODI,60,,,New Zealand,,"['New Zealand', 'Pakistan']",bat,New Zealand,Bert Sutcliffe Oval
199,"[datetime.date(2016, 11, 13)]",female,ODI,,8,,New Zealand,,"['New Zealand', 'Pakistan']",bat,Pakistan,Bert Sutcliffe Oval
200,"[datetime.date(2016, 11, 17)]",female,ODI,,7,,New Zealand,,"['New Zealand', 'Pakistan']",field,New Zealand,Saxton Oval
201,"[datetime.date(2016, 11, 21)]",female,T20,14,,,New Zealand,,"['New Zealand', 'Pakistan']",bat,New Zealand,Saxton Oval
202,"[datetime.date(2017, 2, 26)]",female,ODI,,5,,New Zealand,['AE Satterthwaite'],"['New Zealand', 'Australia']",bat,Australia,Eden Park No 2
203,"[datetime.date(2017, 3, 2)]",female,ODI,,4,,Australia,['AJ Blackwell'],"['New Zealand', 'Australia']",field,Australia,Bay Oval
204,"[datetime.date(2017, 3, 5)]",female,ODI,,5,,Australia,['MM Lanning'],"['New Zealand', 'Australia']",field,Australia,Bay Oval
205,"[datetime.date(2016, 9, 25)]",male,ODI,7,,,Bangladesh,['Shakib Al Hasan'],"['Bangladesh', 'Afghanistan']",bat,Bangladesh,Shere Bangla National Stadium
206,"[datetime.date(2016, 9, 28)]",male,ODI,,2,,Afghanistan,['Mohammad Nabi'],"['Bangladesh', 'Afghanistan']",field,Afghanistan,Shere Bangla National Stadium
207,"[datetime.date(2016, 10, 1)]",male,ODI,141,,,Bangladesh,['Tamim Iqbal'],"['Bangladesh', 'Afghanistan']",bat,Bangladesh,Shere Bangla National Stadium
208,"[datetime.date(2016, 9, 27)]",male,IT20,39,,,Saudi Arabia,,"['Kenya', 'Saudi Arabia']",field,Kenya,Gymkhana Club Ground
209,"[datetime.date(2016, 9, 27)]",male,IT20,,6,,Qatar,,"['Qatar', 'Uganda']",bat,Uganda,Jaffery Sports Club Ground
210,"[datetime.date(2016, 9, 28)]",male,IT20,,7,,Kenya,,"['Kenya', 'Uganda']",field,Kenya,Gymkhana Club Ground
211,"[datetime.date(2016, 9, 28)]",male,IT20,36,,,Saudi Arabia,,"['Qatar', 'Saudi Arabia']",field,Qatar,Jaffery Sports Club Ground
212,"[datetime.date(2016, 11, 15)]",female,ODI,,5,,England,,"['Sri Lanka', 'England']",bat,Sri Lanka,R Premadasa Stadium
213,"[datetime.date(2016, 11, 17), datetime.date(2016, 11, 18)]",female,ODI,162,,,England,,"['Sri Lanka', 'England']",bat,England,R Premadasa Stadium
214,"[datetime.date(2016, 9, 29)]",male,IT20,,2,,Qatar,,"['Kenya', 'Qatar']",field,Qatar,Gymkhana Club Ground
215,"[datetime.date(2016, 10, 29), datetime.date(2016, 10, 30), datetime.date(2016, 10, 31), datetime.date(2016, 11, 1), datetime.date(2016, 11, 2)]",male,Test,225,,,Sri Lanka,['AG Cremer'],"['Zimbabwe', 'Sri Lanka']",bat,Sri Lanka,Harare Sports Club
216,"[datetime.date(2016, 11, 6), datetime.date(2016, 11, 7), datetime.date(2016, 11, 8), datetime.date(2016, 11, 9), datetime.date(2016, 11, 10)]",male,Test,257,,,Sri Lanka,['HMRKB Herath'],"['Zimbabwe', 'Sri Lanka']",field,Zimbabwe,Harare Sports Club
217,"[datetime.date(2016, 11, 14)]",male,ODI,,8,,Sri Lanka,['DM de Silva'],"['Zimbabwe', 'Sri Lanka']",field,Sri Lanka,Harare Sports Club
218,"[datetime.date(2016, 11, 16)]",male,ODI,62,,,West Indies,['JO Holder'],"['Sri Lanka', 'West Indies']",field,Sri Lanka,Harare Sports Club
219,"[datetime.date(2016, 11, 19)]",male,ODI,,,tie,,['SD Hope'],"['Zimbabwe', 'West Indies']",bat,Zimbabwe,Queens Sports Club
220,"[datetime.date(2016, 11, 21)]",male,ODI,,,no result,,,"['Zimbabwe', 'Sri Lanka']",bat,Zimbabwe,Queens Sports Club
221,"[datetime.date(2016, 11, 23)]",male,ODI,1,,,Sri Lanka,['BKG Mendis'],"['Sri Lanka', 'West Indies']",field,West Indies,Queens Sports Club
222,"[datetime.date(2016, 11, 25)]",male,ODI,5,,,Zimbabwe,['TS Chisoro'],"['Zimbabwe', 'West Indies']",bat,Zimbabwe,Queens Sports Club
223,"[datetime.date(2016, 11, 27)]",male,ODI,,6,,Sri Lanka,['BKG Mendis'],"['Zimbabwe', 'Sri Lanka']",bat,Zimbabwe,Queens Sports Club
224,"[datetime.date(2016, 10, 29)]",male,ODM,114,,,Denmark,['CS Sandri'],"['Denmark', 'Italy']",field,Italy,"Wright Cricket Field, Woodley Park"
225,"[datetime.date(2016, 10, 30)]",male,ODM,,4,,Oman,['Jatinder Singh'],"['Bermuda', 'Oman']",field,Oman,"Severn Cricket Field, Woodley Park"
226,"[datetime.date(2016, 10, 30)]",male,ODM,,6,,Denmark,['SA Ahmad'],"['Denmark', 'Jersey']",field,Denmark,"Wright Cricket Field, Woodley Park"
227,"[datetime.date(2016, 10, 30)]",male,ODM,,1,,United States of America,['TP Allen'],"['United States of America', 'Italy']",bat,Italy,"Wong Cricket Field, Woodley Park"
228,"[datetime.date(2016, 11, 1)]",male,ODM,,3,,Jersey,['NAT Watkins'],"['Italy', 'Jersey']",field,Jersey,"Severn Cricket Field, Woodley Park"
229,"[datetime.date(2016, 11, 1)]",male,ODM,,8,,United States of America,['Steven Ryan Taylor'],"['United States of America', 'Oman']",field,United States of America,"Wright Cricket Field, Woodley Park"
230,"[datetime.date(2016, 11, 1)]",male,ODM,38,,,Bermuda,['JA DeSilva'],"['Bermuda', 'Denmark']",field,Denmark,"Wong Cricket Field, Woodley Park"
231,"[datetime.date(2016, 11, 2)]",male,ODM,,4,,Denmark,['Zameer Khan'],"['United States of America', 'Denmark']",field,Denmark,"Severn Cricket Field, Woodley Park"
232,"[datetime.date(2016, 11, 2)]",male,ODM,85,,,Bermuda,['KS Leverock'],"['Bermuda', 'Jersey']",bat,Bermuda,"Wright Cricket Field, Woodley Park"
233,"[datetime.date(2016, 11, 2)]",male,ODM,,5,,Oman,['Zeeshan Siddiqui'],"['Italy', 'Oman']",bat,Italy,"Wong Cricket Field, Woodley Park"
234,"[datetime.date(2016, 11, 4)]",male,ODM,43,,,Oman,['Khawar Ali'],"['Denmark', 'Oman']",field,Denmark,"Severn Cricket Field, Woodley Park"
235,"[datetime.date(2016, 11, 4)]",male,ODM,25,,,Italy,['Charanjeet Singh'],"['Bermuda', 'Italy']",field,Bermuda,"Wright Cricket Field, Woodley Park"
236,"[datetime.date(2016, 11, 4)]",male,ODM,1,,,Jersey,['NAT Watkins'],"['United States of America', 'Jersey']",bat,Jersey,"Wong Cricket Field, Woodley Park"
237,"[datetime.date(2016, 11, 5)]",male,ODM,44,,,Denmark,['T Bharaj'],"['Bermuda', 'Denmark']",bat,Denmark,"Wright Cricket Field, Woodley Park"
238,"[datetime.date(2016, 11, 5)]",male,ODM,13,,,United States of America,['Jasdeep Singh'],"['United States of America', 'Oman']",bat,United States of America,"Severn Cricket Field, Woodley Park"
239,"[datetime.date(2017, 2, 23), datetime.date(2017, 2, 24), datetime.date(2017, 2, 25)]",male,Test,333,,,Australia,"[""SNJ O'Keefe""]","['India', 'Australia']",bat,Australia,Maharashtra Cricket Association Stadium
240,"[datetime.date(2017, 3, 4), datetime.date(2017, 3, 5), datetime.date(2017, 3, 6), datetime.date(2017, 3, 7)]",male,Test,75,,,India,['KL Rahul'],"['India', 'Australia']",bat,India,M Chinnaswamy Stadium
241,"[datetime.date(2017, 3, 16), datetime.date(2017, 3, 17), datetime.date(2017, 3, 18), datetime.date(2017, 3, 19), datetime.date(2017, 3, 20)]",male,Test,,,draw,,['CA Pujara'],"['India', 'Australia']",bat,Australia,JSCA International Stadium Complex
242,"[datetime.date(2017, 3, 25), datetime.date(2017, 3, 26), datetime.date(2017, 3, 27), datetime.date(2017, 3, 28)]",male,Test,,8,,India,['RA Jadeja'],"['India', 'Australia']",bat,Australia,Himachal Pradesh Cricket Association Stadium
243,"[datetime.date(2016, 11, 9)]",female,ODI,,8,,England,,"['Sri Lanka', 'England']",bat,Sri Lanka,Sinhalese Sports Club Ground
244,"[datetime.date(2016, 11, 3)]",male,IT20,,5,,Japan,['Zhang Yu Fei'],"['Japan', 'China']",bat,China,Sano International Cricket Ground
245,"[datetime.date(2016, 12, 4)]",female,T20,17,,,India,['M Raj'],"['India', 'Pakistan']",bat,India,Asian Institute of Technology Ground
246,"[datetime.date(2017, 2, 10), datetime.date(2017, 2, 11), datetime.date(2017, 2, 12), datetime.date(2017, 2, 13)]",male,MDM,,,draw,,['BN Cooper'],"['Hong Kong', 'Netherlands']",field,Netherlands,"Mission Road Ground, Mong Kok"
247,"[datetime.date(2017, 2, 16)]",male,ODM,5,,,Netherlands,['MJG Rippon'],"['Hong Kong', 'Netherlands']",bat,Netherlands,"Mission Road Ground, Mong Kok"
248,"[datetime.date(2017, 2, 18)]",male,ODM,13,,,Netherlands,['MJG Rippon'],"['Hong Kong', 'Netherlands']",bat,Netherlands,"Mission Road Ground, Mong Kok"
249,"[datetime.date(2017, 4, 2)]",male,ODI,26,,,Papua New Guinea,,"['United Arab Emirates', 'Papua New Guinea']",bat,Papua New Guinea,Sheikh Zayed Stadium
250,"[datetime.date(2017, 6, 11), datetime.date(2017, 6, 12)]",male,ODM,51,,,Scotland,,"['Scotland', 'Namibia']",field,Namibia,"Grange Cricket Club Ground, Raeburn Place"
251,"[datetime.date(2017, 6, 13)]",male,ODM,50,,,Namibia,,"['Scotland', 'Namibia']",bat,Namibia,"Grange Cricket Club Ground, Raeburn Place"
252,"[datetime.date(2016, 12, 14)]",male,T20,11,,,Afghanistan,['Karim Janat'],"['United Arab Emirates', 'Afghanistan']",bat,Afghanistan,ICC Academy
253,"[datetime.date(2016, 12, 16)]",male,T20,,5,,Afghanistan,['Najibullah Zadran'],"['United Arab Emirates', 'Afghanistan']",bat,United Arab Emirates,Dubai International Cricket Stadium
254,"[datetime.date(2016, 12, 18)]",male,T20,44,,,Afghanistan,['Rashid Khan'],"['United Arab Emirates', 'Afghanistan']",bat,Afghanistan,ICC Academy
255,"[datetime.date(2017, 2, 7)]",female,ODI,114,,,India,['DP Vaidya'],"['Sri Lanka', 'India']",bat,India,P Sara Oval
256,"[datetime.date(2017, 2, 7)]",female,ODM,119,,,Ireland,['KJ Garth'],"['Ireland', 'Zimbabwe']",field,Zimbabwe,Mercantile Cricket Association Ground
257,"[datetime.date(2017, 2, 7)]",female,ODI,63,,,South Africa,['CL Tryon'],"['Pakistan', 'South Africa']",bat,South Africa,Nondescripts Cricket Club Ground
258,"[datetime.date(2017, 2, 7)]",female,ODM,118,,,Bangladesh,,"['Bangladesh', 'Papua New Guinea']",bat,Bangladesh,Colombo Cricket Club Ground
259,"[datetime.date(2017, 2, 8)]",female,ODI,146,,,Sri Lanka,['SIP Fernando'],"['Sri Lanka', 'Ireland']",bat,Sri Lanka,Nondescripts Cricket Club Ground
260,"[datetime.date(2017, 2, 8)]",female,ODM,,9,,India,['M Joshi'],"['India', 'Thailand']",bat,Thailand,Colombo Cricket Club Ground
261,"[datetime.date(2017, 2, 8)]",female,ODM,,6,,South Africa,['A Khaka'],"['Scotland', 'South Africa']",bat,Scotland,Mercantile Cricket Association Ground
262,"[datetime.date(2017, 2, 8)]",female,ODI,67,,,Pakistan,['Ghulam Fatima'],"['Bangladesh', 'Pakistan']",bat,Pakistan,P Sara Oval
263,"[datetime.date(2017, 2, 10)]",female,ODM,236,,,Pakistan,['Ayesha Zafar'],"['Papua New Guinea', 'Pakistan']",bat,Pakistan,Nondescripts Cricket Club Ground
264,"[datetime.date(2017, 2, 10)]",female,ODM,,7,,Bangladesh,['Rumana Ahmed'],"['Bangladesh', 'Scotland']",bat,Scotland,Colombo Cricket Club Ground
265,"[datetime.date(2017, 2, 10)]",female,ODI,125,,,India,['MDT Kamini'],"['India', 'Ireland']",bat,India,P Sara Oval
266,"[datetime.date(2017, 2, 10)]",female,ODM,36,,,Zimbabwe,['P Marange'],"['Thailand', 'Zimbabwe']",field,Thailand,Mercantile Cricket Association Ground
267,"[datetime.date(2017, 2, 11)]",female,ODI,,6,,South Africa,['S Ismail'],"['Bangladesh', 'South Africa']",bat,Bangladesh,P Sara Oval
268,"[datetime.date(2017, 2, 11)]",female,ODM,7,,,Scotland,['K Anderson'],"['Papua New Guinea', 'Scotland']",field,Papua New Guinea,Mercantile Cricket Association Ground
269,"[datetime.date(2017, 2, 11)]",female,ODM,,8,,Sri Lanka,['I Ranaweera'],"['Sri Lanka', 'Zimbabwe']",bat,Zimbabwe,Nondescripts Cricket Club Ground
270,"[datetime.date(2017, 2, 11)]",female,ODM,46,,,Ireland,['KJ Garth'],"['Ireland', 'Thailand']",bat,Ireland,Colombo Cricket Club Ground
271,"[datetime.date(2017, 2, 13)]",female,ODM,,9,,India,['Poonam Yadav'],"['India', 'Zimbabwe']",bat,Zimbabwe,P Sara Oval
272,"[datetime.date(2017, 2, 13)]",female,ODM,,7,,Sri Lanka,['PRCS Kumarihami'],"['Sri Lanka', 'Thailand']",bat,Thailand,Mercantile Cricket Association Ground
273,"[datetime.date(2017, 2, 13)]",female,ODM,,10,,South Africa,['S Ismail'],"['Papua New Guinea', 'South Africa']",bat,Papua New Guinea,Nondescripts Cricket Club Ground
274,"[datetime.date(2017, 2, 13)]",female,ODM,,6,,Pakistan,['Sana Mir'],"['Pakistan', 'Scotland']",bat,Scotland,Colombo Cricket Club Ground
275,"[datetime.date(2017, 2, 15)]",female,ODI,49,,,India,['M Raj'],"['India', 'South Africa']",field,South Africa,P Sara Oval
276,"[datetime.date(2017, 2, 15)]",female,ODI,,5,,Sri Lanka,['LE Kaushalya'],"['Sri Lanka', 'Pakistan']",field,Sri Lanka,Nondescripts Cricket Club Ground
277,"[datetime.date(2017, 2, 15)]",female,ODI,,7,,Bangladesh,['Jahanara Alam'],"['Bangladesh', 'Ireland']",field,Bangladesh,Colombo Cricket Club Ground
278,"[datetime.date(2017, 2, 17)]",female,ODI,,9,,South Africa,['S Luus'],"['Sri Lanka', 'South Africa']",bat,Sri Lanka,P Sara Oval
279,"[datetime.date(2017, 2, 17)]",female,ODI,,9,,India,['MR Meshram'],"['Bangladesh', 'India']",field,India,Nondescripts Cricket Club Ground
280,"[datetime.date(2017, 2, 17)]",female,ODI,86,,,Pakistan,['Javeria Khan'],"['Ireland', 'Pakistan']",bat,Pakistan,Colombo Cricket Club Ground
281,"[datetime.date(2017, 2, 19)]",female,ODI,,7,,India,['E Bisht'],"['India', 'Pakistan']",field,India,P Sara Oval
282,"[datetime.date(2017, 2, 19)]",female,ODI,42,,,Sri Lanka,['AC Jayangani'],"['Sri Lanka', 'Bangladesh']",field,Bangladesh,Nondescripts Cricket Club Ground
283,"[datetime.date(2017, 2, 19)]",female,ODI,36,,,South Africa,,"['Ireland', 'South Africa']",bat,Ireland,Colombo Cricket Club Ground
